Country;Sex;Year;Unit;VALUE
EC;Total;2009;N;2625
EC;Total;2010;N;2624
EC;Total;2011;N;2343
EC;Total;2012;N;1922
EC;Total;2013;N;1725
EC;Total;2014;N;1310
EC;Total;2015;N;1050
EC;Total;2016;N;959
EC;Total;2017;N;970
EC;Total;2018;N;994
EC;Total;2019;N;1187
EC;Total;2020;N;1372
EG;Total;1990;N;269
EG;Total;1991;N;288
EG;Total;1992;N;276
EG;Total;1993;N;244
EG;Total;1994;N;231
EG;Total;2003;N;471
EG;Total;2004;N;322
EG;Total;2005;N;522
EG;Total;2006;N;549
EG;Total;2007;N;680
EG;Total;2008;N;967
EG;Total;2009;N;912
EG;Total;2010;N;1839
EG;Total;2011;N;2703
EG;Total;2012;N;2207
ES;Total;1990;N;483.9579924
ES;Total;1991;N;439.4999091
ES;Total;1992;N;440.77014
ES;Total;1993;N;473.7961448
ES;Total;1994;N;429
ES;Total;1995;N;411
ES;Total;1996;N;397
ES;Total;1997;N;463
ES;Total;1998;N;522
ES;Total;1999;N;486
ES;Total;2000;N;553
ES;Total;2001;N;577
ES;Total;2002;N;564
ES;Total;2003;N;587
ES;Total;2004;N;520
ES;Total;2005;N;518
ES;Total;2006;N;476
ES;Total;2007;N;482
ES;Total;2008;N;407
ES;Total;2009;N;412
ES;Total;2010;N;401
ES;Total;2011;N;385
ES;Total;2012;N;364
ES;Total;2013;N;302
ES;Total;2014;N;323
ES;Total;2015;N;302
ES;Total;2016;N;294
ES;Total;2017;N;307
ES;Total;2018;N;289
ES;Total;2019;N;333
ES;Total;2020;N;298
EE;Total;1990;N;118
EE;Total;1991;N;119
EE;Total;1992;N;217
EE;Total;1993;N;282
EE;Total;1994;N;302
EE;Total;1995;N;246
EE;Total;1996;N;214
EE;Total;1997;N;178
EE;Total;1998;N;196
EE;Total;1999;N;157
EE;Total;2000;N;143
EE;Total;2001;N;137
EE;Total;2002;N;142
EE;Total;2007;N;96
EE;Total;2008;N;86
EE;Total;2009;N;70
EE;Total;2010;N;70
EE;Total;2011;N;65
EE;Total;2012;N;63
EE;Total;2013;N;52
EE;Total;2014;N;41
EE;Total;2015;N;45
EE;Total;2016;N;33
EE;Total;2017;N;29
EE;Total;2018;N;28
EE;Total;2019;N;23
EE;Total;2020;N;42
ET;Total;2012;N;8153
FI;Total;1990;N;152
FI;Total;1991;N;154
FI;Total;1992;N;156
FI;Total;1993;N;130
FI;Total;1994;N;147
FI;Total;1995;N;146
FI;Total;1996;N;153
FI;Total;1997;N;139
FI;Total;1998;N;113
FI;Total;1999;N;143
FI;Total;2000;N;148
FI;Total;2001;N;156
FI;Total;2002;N;132
FI;Total;2003;N;103
FI;Total;2004;N;148
FI;Total;2005;N;119
FI;Total;2006;N;119
FI;Total;2007;N;129
FI;Total;2008;N;133
FI;Total;2009;N;120
FI;Total;2010;N;119
FI;Total;2011;N;110
FI;Total;2012;N;88
FI;Total;2013;N;89
FI;Total;2014;N;88
FI;Total;2015;N;82
FI;Total;2016;N;74
FI;Total;2017;N;67
FI;Total;2018;N;86
FI;Total;2019;N;88
FI;Total;2020;N;91
FJ;Total;1990;N;32
FJ;Total;1991;N;17
FJ;Total;1992;N;26
FJ;Total;1993;N;15
FJ;Total;1994;N;35
FJ;Total;1995;N;24
FJ;Total;1996;N;13
FJ;Total;1997;N;13
FJ;Total;2003;N;25
FJ;Total;2004;N;23
FJ;Total;2005;N;23
FJ;Total;2006;N;22
FJ;Total;2007;N;21
FJ;Total;2008;N;17
FJ;Total;2009;N;29
FJ;Total;2010;N;20
FJ;Total;2011;N;20
FJ;Total;2012;N;20
FJ;Total;2013;N;19
FJ;Total;2014;N;20
FJ;Total;2020;N;20
FR;Total;1990;N;1355
FR;Total;1991;N;1355
FR;Total;1992;N;1342
FR;Total;1993;N;1519
FR;Total;1994;N;1406
FR;Total;1995;N;1336
FR;Total;1996;N;1171
FR;Total;1997;N;963
FR;Total;1998;N;961
FR;Total;1999;N;953
FR;Total;2000;N;1051
FR;Total;2001;N;1047
FR;Total;2002;N;1119
FR;Total;2003;N;987
FR;Total;2004;N;990
FR;Total;2005;N;976
FR;Total;2006;N;879
FR;Total;2007;N;993
FR;Total;2008;N;1021
FR;Total;2009;N;819
FR;Total;2010;N;796
FR;Total;2011;N;856
FR;Total;2012;N;784
FR;Total;2013;N;777
FR;Total;2014;N;792
FR;Total;2015;N;1012
FR;Total;2016;N;884
FR;Total;2017;N;813
FR;Total;2018;N;779
FR;Total;2019;N;861
FR;Total;2020;N;879
FM;Total;2019;N;1
GB;Total;1990;N;713.4466556
GB;Total;1991;N;734.1763405
GB;Total;1992;N;868.9192924
GB;Total;1993;N;885
GB;Total;1994;N;919
GB;Total;1995;N;900
GB;Total;1996;N;840
GB;Total;1997;N;865
GB;Total;1998;N;921
GB;Total;1999;N;920
GB;Total;2000;N;915
GB;Total;2001;N;966
GB;Total;2002;N;1107
GB;Total;2003;N;926
GB;Total;2004;N;950
GB;Total;2005;N;834
GB;Total;2006;N;860
GB;Total;2007;N;873
GB;Total;2008;N;762
GB;Total;2009;N;706
GB;Total;2010;N;756
GB;Total;2011;N;641
GB;Total;2012;N;627
GB;Total;2013;N;603
GB;Total;2014;N;589
GB;Total;2015;N;652
GB;Total;2016;N;789
GB;Total;2017;N;809
GB;Total;2018;N;755
AE;Total;1990;N;554
AE;Total;1991;N;622
AE;Total;1992;N;581
AE;Total;1993;N;566
AE;Total;1994;N;633
AE;Total;1995;N;662
AE;Total;1996;N;586
AE;Total;1997;N;607
AE;Total;1998;N;640
AE;Total;1999;N;670
AE;Total;2000;N;760
AE;Total;2001;N;791
AE;Total;2002;N;944
AE;Total;2003;N;776
AE;Total;2004;N;778
AE;Total;2005;N;709
AE;Total;2006;N;712
AE;Total;2007;N;730
AE;Total;2008;N;637
AE;Total;2009;N;592
AE;Total;2010;N;632
AE;Total;2011;N;525
AE;Total;2012;N;542
AE;Total;2013;N;521
AE;Total;2014;N;504
AE;Total;2015;N;540
AE;Total;2016;N;675
AE;Total;2017;N;696
AE;Total;2018;N;636
AE;Total;2019;N;673
AE;Total;2020;N;594
AE;Total;1990;N;99.7285604
AE;Total;1991;N;114
AE;Total;1992;N;108
AE;Total;1993;N;101
AE;Total;1994;N;83
AE;Total;1995;N;22
AE;Total;1996;N;35
AE;Total;1997;N;40
AE;Total;1998;N;75
AE;Total;1999;N;34
AE;Total;2000;N;45
AE;Total;2001;N;57
AE;Total;2002;N;38
AE;Total;2005;N;31
AE;Total;2006;N;30
AE;Total;2007;N;29
AE;Total;2008;N;24
AE;Total;2009;N;29
AE;Total;2010;N;23
AE;Total;2011;N;22
AE;Total;2012;N;21
AE;Total;2013;N;20
AE;Total;2014;N;17
AE;Total;2015;N;23
AE;Total;2016;N;18
AE;Total;2017;N;24
AE;Total;2018;N;23
AE;Total;2019;N;21
AE;Total;2020;N;22
AE;Total;1990;N;76.25551631
AE;Total;1991;N;64
AE;Total;1992;N;110
AE;Total;1993;N;114
AE;Total;1994;N;109
AE;Total;1995;N;125
AE;Total;1996;N;126
AE;Total;1997;N;86
AE;Total;1998;N;96
AE;Total;1999;N;120
AE;Total;2000;N;106
AE;Total;2001;N;116
AE;Total;2002;N;125
AE;Total;2003;N;109
AE;Total;2004;N;137
AE;Total;2005;N;95
AE;Total;2006;N;120
AE;Total;2007;N;115
AE;Total;2008;N;99
AE;Total;2009;N;82
AE;Total;2010;N;100
AE;Total;2011;N;93
AE;Total;2012;N;63
AE;Total;2013;N;62
AE;Total;2014;N;63
AE;Total;2015;N;59
AE;Total;2016;N;65
AE;Total;2017;N;59
AE;Total;2018;N;64
AE;Total;2019;N;66
AE;Total;2020;N;58
GE;Total;1990;N;270
GE;Total;1991;N;419
GE;Total;1992;N;770
GE;Total;1993;N;878
GE;Total;1994;N;578
GE;Total;1995;N;391
GE;Total;1996;N;270
GE;Total;1997;N;285
GE;Total;1998;N;243
GE;Total;1999;N;244
GE;Total;2000;N;239
GE;Total;2001;N;263
GE;Total;2002;N;292
GE;Total;2004;N;298
GE;Total;2005;N;403
GE;Total;2006;N;323
GE;Total;2007;N;330
GE;Total;2008;N;263
GE;Total;2009;N;210
GE;Total;2010;N;187
GE;Total;2016;N;39
GE;Total;2017;N;91
GE;Total;2018;N;89
GE;Total;2019;N;77
GH;Total;2001;N;433
GH;Total;2002;N;401
GH;Total;2003;N;436
GH;Total;2004;N;452
GH;Total;2005;N;393
GH;Total;2006;N;412
GH;Total;2007;N;399
GH;Total;2008;N;430
GH;Total;2009;N;427
GH;Total;2010;N;422
GH;Total;2011;N;423
GH;Total;2012;N;560
GH;Total;2013;N;551
GH;Total;2014;N;543
GH;Total;2015;N;525
GH;Total;2016;N;549
GH;Total;2017;N;609
GI;Total;2009;N;0
GI;Total;2010;N;1
GP;Total;2004;N;26
GP;Total;2005;N;23
GP;Total;2006;N;24
GP;Total;2007;N;29
GP;Total;2008;N;32
GP;Total;2009;N;36
GP;Total;2011;N;27
GP;Total;2012;N;31
GP;Total;2013;N;35
GP;Total;2014;N;21
GP;Total;2015;N;39
GP;Total;2016;N;23
GW;Total;2016;N;64
GW;Total;2017;N;21
GR;Total;1990;N;104
GR;Total;1991;N;138
GR;Total;1992;N;137
GR;Total;1993;N;150
GR;Total;1994;N;133
GR;Total;1995;N;151
GR;Total;1996;N;169
GR;Total;1997;N;203
GR;Total;1998;N;176
GR;Total;1999;N;155
GR;Total;2001;N;132
GR;Total;2002;N;94
GR;Total;2004;N;111
GR;Total;2005;N;132
GR;Total;2006;N;110
GR;Total;2007;N;130
GR;Total;2008;N;144
GR;Total;2009;N;152
GR;Total;2010;N;176
GR;Total;2011;N;184
GR;Total;2012;N;166
GR;Total;2013;N;153
GR;Total;2014;N;107
GR;Total;2015;N;93
GR;Total;2016;N;84
GR;Total;2017;N;86
GR;Total;2018;N;99
GR;Total;2019;N;78
GR;Total;2020;N;78
GD;Total;2000;N;15
GD;Total;2001;N;6
GD;Total;2002;N;14
GD;Total;2003;N;9
GD;Total;2004;N;6
GD;Total;2005;N;11
GD;Total;2006;N;12
GD;Total;2007;N;11
GD;Total;2008;N;16
GD;Total;2009;N;7
GD;Total;2010;N;10
GD;Total;2011;N;4
GD;Total;2012;N;14
GD;Total;2013;N;6
GD;Total;2014;N;8
GD;Total;2015;N;6
GD;Total;2016;N;11
GD;Total;2017;N;12
GD;Total;2018;N;12
GD;Total;2019;N;16
GD;Total;2020;N;14
GL;Total;1992;N;13
GL;Total;1993;N;12
GL;Total;1994;N;6
GL;Total;1995;N;11
GL;Total;1996;N;3
GL;Total;1997;N;11
GL;Total;1998;N;6
GL;Total;1999;N;11
GL;Total;2000;N;13
GL;Total;2001;N;17
GL;Total;2002;N;12
GL;Total;2003;N;5
GL;Total;2004;N;11
GL;Total;2005;N;10
GL;Total;2006;N;8
GL;Total;2007;N;8
GL;Total;2008;N;8
GL;Total;2009;N;10
GL;Total;2010;N;11
GL;Total;2011;N;1
GL;Total;2012;N;8
GL;Total;2013;N;7
GL;Total;2014;N;4
GL;Total;2015;N;4
GL;Total;2016;N;3
GT;Total;1992;N;2669
GT;Total;1993;N;3231
GT;Total;1994;N;3239
GT;Total;1995;N;3260
GT;Total;1996;N;3619
GT;Total;1997;N;3998
GT;Total;1998;N;3310
GT;Total;1999;N;2655
GT;Total;2000;N;2904
GT;Total;2001;N;3230
GT;Total;2002;N;3631
GT;Total;2003;N;4237
GT;Total;2004;N;4507
GT;Total;2005;N;5338
GT;Total;2006;N;5885
GT;Total;2007;N;5781
GT;Total;2008;N;6292
GT;Total;2009;N;6498
GT;Total;2010;N;5960
GT;Total;2011;N;5681
GT;Total;2012;N;5155
GT;Total;2013;N;5155
GT;Total;2014;N;5253
GT;Total;2017;N;5435
GT;Total;2018;N;4869
GT;Total;2019;N;4387
GT;Total;2020;N;3129
GF;Total;2004;N;58
GF;Total;2005;N;45
GF;Total;2006;N;42
GF;Total;2007;N;28
GF;Total;2008;N;32
GF;Total;2009;N;30
GU;Total;2000;N;2
GU;Total;2001;N;8
GU;Total;2002;N;2
GU;Total;2003;N;8
GU;Total;2004;N;9
GU;Total;2005;N;7
GU;Total;2006;N;11
GU;Total;2007;N;1
GU;Total;2008;N;1
GU;Total;2009;N;5
GU;Total;2010;N;3
GU;Total;2011;N;4
GU;Total;2019;N;7
GY;Total;1990;N;90
GY;Total;1991;N;192
GY;Total;1992;N;105
GY;Total;1993;N;117
GY;Total;1994;N;108
GY;Total;1995;N;109
GY;Total;1996;N;88
GY;Total;1997;N;87
GY;Total;1998;N;113
GY;Total;1999;N;91
GY;Total;2000;N;76
GY;Total;2001;N;80
GY;Total;2002;N;143
GY;Total;2003;N;209
GY;Total;2004;N;131
GY;Total;2005;N;142
GY;Total;2006;N;153
GY;Total;2007;N;115
GY;Total;2008;N;158
GY;Total;2009;N;117
GY;Total;2010;N;140
GY;Total;2011;N;130
GY;Total;2012;N;139
GY;Total;2013;N;155
GY;Total;2014;N;149
GY;Total;2015;N;149
GY;Total;2016;N;142
GY;Total;2017;N;115
GY;Total;2018;N;111
GY;Total;2019;N;136
GY;Total;2020;N;157
CN;Total;1990;N;137
CN;Total;1991;N;92
CN;Total;1992;N;108
CN;Total;1993;N;86
CN;Total;1994;N;96
CN;Total;1995;N;73
CN;Total;1996;N;77
CN;Total;1997;N;102
CN;Total;1998;N;64
CN;Total;1999;N;63
CN;Total;2000;N;43
CN;Total;2001;N;66
CN;Total;2002;N;69
CN;Total;2003;N;52
CN;Total;2004;N;45
CN;Total;2005;N;34
CN;Total;2006;N;35
CN;Total;2007;N;18
CN;Total;2008;N;36
CN;Total;2009;N;47
CN;Total;2010;N;35
CN;Total;2011;N;17
CN;Total;2012;N;27
CN;Total;2013;N;62
CN;Total;2014;N;27
CN;Total;2015;N;22
CN;Total;2016;N;28
CN;Total;2017;N;24
CN;Total;2018;N;48
CN;Total;2019;N;24
CN;Total;2020;N;22
HN;Total;1990;N;495.5328
HN;Total;1991;N;703.793238
HN;Total;1992;N;955.106152
HN;Total;1993;N;1252.52276
HN;Total;1994;N;1682.445375
HN;Total;1995;N;1534
HN;Total;1999;N;2563
HN;Total;2000;N;3176
HN;Total;2001;N;3488
HN;Total;2002;N;3623
HN;Total;2003;N;4073
HN;Total;2004;N;3639
HN;Total;2005;N;3212
HN;Total;2006;N;3118
HN;Total;2007;N;3588
HN;Total;2008;N;4455
HN;Total;2009;N;5280
HN;Total;2010;N;6236
HN;Total;2011;N;7104
HN;Total;2012;N;7172
HN;Total;2013;N;6431
HN;Total;2014;N;5891
HN;Total;2015;N;5148
HN;Total;2016;N;5150
HN;Total;2017;N;3864
HN;Total;2018;N;3732
HN;Total;2019;N;4094
HN;Total;2020;N;3598
HR;Total;1990;N;137
HR;Total;1991;N;437
HR;Total;1992;N;387
HR;Total;1993;N;218
HR;Total;1994;N;143
HR;Total;1995;N;166
HR;Total;1996;N;122
HR;Total;1997;N;118
HR;Total;1998;N;105
HR;Total;1999;N;111
HR;Total;2000;N;101
HR;Total;2001;N;81
HR;Total;2002;N;73
HR;Total;2003;N;69
HR;Total;2004;N;83
HR;Total;2005;N;68
HR;Total;2006;N;74
HR;Total;2007;N;62
HR;Total;2008;N;71
HR;Total;2009;N;49
HR;Total;2010;N;62
HR;Total;2011;N;49
HR;Total;2012;N;51
HR;Total;2013;N;46
HR;Total;2014;N;36
HR;Total;2015;N;37
HR;Total;2016;N;44
HR;Total;2017;N;46
HR;Total;2018;N;24
HR;Total;2019;N;33
HR;Total;2020;N;40
HT;Total;2007;N;486
HT;Total;2008;N;498
HT;Total;2009;N;598
HT;Total;2010;N;677
HT;Total;2011;N;914
HT;Total;2012;N;1033
HT;Total;2013;N;1039
HT;Total;2014;N;980
HT;Total;2015;N;1071
HT;Total;2016;N;1028
HT;Total;2018;N;743
HU;Total;1990;N;201
HU;Total;1991;N;307
HU;Total;1992;N;305
HU;Total;1993;N;298
HU;Total;1994;N;313
HU;Total;1995;N;296
HU;Total;1996;N;271
HU;Total;1997;N;289
HU;Total;1998;N;289
HU;Total;1999;N;253
HU;Total;2000;N;205
HU;Total;2001;N;254
HU;Total;2002;N;203
HU;Total;2003;N;228
HU;Total;2004;N;209
HU;Total;2005;N;164
HU;Total;2006;N;174
HU;Total;2007;N;154
HU;Total;2008;N;181
HU;Total;2009;N;139
HU;Total;2010;N;138
HU;Total;2011;N;145
HU;Total;2012;N;124
HU;Total;2013;N;154
HU;Total;2014;N;146
HU;Total;2015;N;221
HU;Total;2016;N;202
HU;Total;2017;N;160
HU;Total;2018;N;86
HU;Total;2019;N;64
HU;Total;2020;N;80
ID;Total;1998;N;1758
ID;Total;1999;N;2090
ID;Total;2000;N;2204
ID;Total;2003;N;1635
ID;Total;2004;N;1419
IM;Total;2011;N;1
IM;Total;2012;N;2
IM;Total;2013;N;2
IM;Total;2014;N;3
IM;Total;2015;N;1
IM;Total;2016;N;0
IN;Total;1990;N;44162
IN;Total;1991;N;48574
IN;Total;1992;N;49688
IN;Total;1993;N;47947
IN;Total;1994;N;47458
IN;Total;1995;N;46386
IN;Total;1996;N;46912
IN;Total;1997;N;47418
IN;Total;1998;N;49292
IN;Total;1999;N;47781
IN;Total;2000;N;48167
IN;Total;2001;N;46420
IN;Total;2002;N;45736
IN;Total;2003;N;44331
IN;Total;2004;N;46490
IN;Total;2005;N;45095
IN;Total;2006;N;44961
IN;Total;2007;N;45362
IN;Total;2008;N;45999
IN;Total;2009;N;45824
IN;Total;2010;N;46460
IN;Total;2011;N;47640
IN;Total;2012;N;47478
IN;Total;2013;N;45878
IN;Total;2014;N;47356
IN;Total;2015;N;44373
IN;Total;2016;N;42320
IN;Total;2017;N;41017
IN;Total;2018;N;40985
IN;Total;2019;N;40479
IN;Total;2020;N;40651
IE;Total;1990;N;17
IE;Total;1991;N;23
IE;Total;1992;N;25
IE;Total;1993;N;23
IE;Total;1994;N;25
IE;Total;1995;N;43
IE;Total;1996;N;42
IE;Total;1997;N;38
IE;Total;1998;N;38
IE;Total;1999;N;38
IE;Total;2000;N;37
IE;Total;2001;N;52
IE;Total;2002;N;52
IE;Total;2003;N;37
IE;Total;2004;N;30
IE;Total;2005;N;52
IE;Total;2006;N;62
IE;Total;2007;N;78
IE;Total;2008;N;51
IE;Total;2009;N;53
IE;Total;2010;N;55
IE;Total;2011;N;42
IE;Total;2012;N;52
IE;Total;2013;N;51
IE;Total;2015;N;31
IE;Total;2016;N;34
IE;Total;2017;N;39
IE;Total;2018;N;39
IE;Total;2019;N;34
IE;Total;2020;N;34
IR;Total;2009;N;2215
IR;Total;2013;N;2037
IR;Total;2014;N;1936
IR;Total;2018;N;1795
IQ;Total;1990;N;1168
IQ;Total;1991;N;1171
IQ;Total;1992;N;1397
IQ;Total;1993;N;1118
IQ;Total;1994;N;1267
IQ;Total;2008;N;4596
IQ;Total;2009;N;2554
IQ;Total;2010;N;2691
IQ;Total;2011;N;2634
IQ;Total;2012;N;2697
IQ;Total;2013;N;3339
IQ;Total;2008;N;4452
IQ;Total;2009;N;2458
IQ;Total;2010;N;2553
IQ;Total;2011;N;2518
IQ;Total;2012;N;2594
IQ;Total;2013;N;3228
IQ;Total;2014;N;3029
IQ;Total;2017;N;134
IQ;Total;2018;N;144
IQ;Total;2019;N;136
IQ;Total;2020;N;142
IQ;Total;2008;N;144
IQ;Total;2009;N;96
IQ;Total;2010;N;138
IQ;Total;2011;N;116
IQ;Total;2012;N;103
IQ;Total;2013;N;111
IS;Total;1994;N;0
IS;Total;1995;N;0
IS;Total;1996;N;1
IS;Total;1997;N;2
IS;Total;1998;N;0
IS;Total;1999;N;2
IS;Total;2000;N;5
IS;Total;2001;N;1
IS;Total;2002;N;4
IS;Total;2005;N;3
IS;Total;2006;N;0
IS;Total;2007;N;2
IS;Total;2008;N;0
IS;Total;2009;N;1
IS;Total;2010;N;2
IS;Total;2011;N;3
IS;Total;2012;N;1
IS;Total;2013;N;1
IS;Total;2014;N;1
IS;Total;2015;N;3
IS;Total;2016;N;1
IS;Total;2017;N;3
IS;Total;2018;N;3
IS;Total;2019;N;1
IS;Total;2020;N;5
IL;Total;1990;N;147
IL;Total;1991;N;112
IL;Total;1992;N;149
IL;Total;1993;N;141
IL;Total;1994;N;140
IL;Total;1995;N;112
IL;Total;1996;N;117
IL;Total;1997;N;156
IL;Total;1998;N;147
IL;Total;1999;N;137
IL;Total;2000;N;154
IL;Total;2001;N;193
IL;Total;2002;N;208
IL;Total;2003;N;171
IL;Total;2004;N;159
IL;Total;2005;N;169
IL;Total;2006;N;153
IL;Total;2007;N;135
IL;Total;2008;N;120
IL;Total;2009;N;144
IL;Total;2010;N;150
IL;Total;2011;N;147
IL;Total;2012;N;128
IL;Total;2013;N;127
IL;Total;2014;N;108
IL;Total;2015;N;110
IL;Total;2016;N;104
IL;Total;2017;N;123
IL;Total;2018;N;116
IL;Total;2019;N;125
IT;Total;1990;N;1794
IT;Total;1991;N;1938
IT;Total;1992;N;1476
IT;Total;1993;N;1071
IT;Total;1994;N;969
IT;Total;1995;N;1012
IT;Total;1996;N;953
IT;Total;1997;N;873
IT;Total;1998;N;889
IT;Total;1999;N;819
IT;Total;2000;N;766
IT;Total;2001;N;709
IT;Total;2002;N;644
IT;Total;2005;N;610
IT;Total;2006;N;625
IT;Total;2007;N;631
IT;Total;2008;N;615
IT;Total;2009;N;590
IT;Total;2010;N;529
IT;Total;2011;N;552
IT;Total;2012;N;530
IT;Total;2013;N;502
IT;Total;2014;N;475
IT;Total;2015;N;469
IT;Total;2016;N;404
IT;Total;2017;N;376
IT;Total;2018;N;359
IT;Total;2019;N;317
IT;Total;2020;N;285
JM;Total;1990;N;544
JM;Total;1991;N;566
JM;Total;1992;N;632
JM;Total;1993;N;657
JM;Total;1994;N;692
JM;Total;1995;N;780
JM;Total;1996;N;925
JM;Total;1997;N;1038
JM;Total;1998;N;859
JM;Total;1999;N;854
JM;Total;2000;N;887
JM;Total;2001;N;1139
JM;Total;2002;N;1045
JM;Total;2003;N;975
JM;Total;2004;N;1471
JM;Total;2005;N;1674
JM;Total;2006;N;1340
JM;Total;2007;N;1584
JM;Total;2008;N;1619
JM;Total;2009;N;1683
JM;Total;2010;N;1447
JM;Total;2011;N;1133
JM;Total;2012;N;1102
JM;Total;2013;N;1202
JM;Total;2014;N;1005
JM;Total;2015;N;1209
JM;Total;2016;N;1354
JM;Total;2017;N;1647
JM;Total;2018;N;1289
JM;Total;2019;N;1340
JM;Total;2020;N;1331
JO;Total;1990;N;120
JO;Total;1991;N;121
JO;Total;1992;N;141
JO;Total;1993;N;165
JO;Total;1994;N;197
JO;Total;1995;N;35
JO;Total;1996;N;45
JO;Total;1997;N;42
JO;Total;2007;N;112
JO;Total;2008;N;120
JO;Total;2009;N;102
JO;Total;2010;N;116
JO;Total;2011;N;141
JO;Total;2012;N;161
JO;Total;2013;N;144
JO;Total;2014;N;170
JO;Total;2015;N;151
JO;Total;2016;N;131
JO;Total;2017;N;133
JO;Total;2019;N;115
JO;Total;2020;N;122
JP;Total;1990;N;676
JP;Total;1991;N;639
JP;Total;1992;N;673
JP;Total;1993;N;715
JP;Total;1994;N;751
JP;Total;1995;N;724
JP;Total;1996;N;652
JP;Total;1997;N;710
JP;Total;1998;N;775
JP;Total;1999;N;736
JP;Total;2000;N;678
JP;Total;2001;N;697
JP;Total;2002;N;662
JP;Total;2003;N;697
JP;Total;2004;N;699
JP;Total;2005;N;643
JP;Total;2006;N;619
JP;Total;2007;N;574
JP;Total;2008;N;654
JP;Total;2009;N;506
JP;Total;2010;N;465
JP;Total;2011;N;442
JP;Total;2012;N;429
JP;Total;2013;N;370
JP;Total;2014;N;395
JP;Total;2015;N;363
JP;Total;2016;N;362
JP;Total;2017;N;306
JP;Total;2018;N;334
JP;Total;2019;N;319
JP;Total;2020;N;318
KZ;Total;1990;N;1475
KZ;Total;1991;N;1512
KZ;Total;1992;N;1880
KZ;Total;1993;N;2586
KZ;Total;1994;N;2549
KZ;Total;1995;N;2447
KZ;Total;1996;N;2625
KZ;Total;1997;N;2581
KZ;Total;1998;N;2531
KZ;Total;1999;N;2374
KZ;Total;2000;N;2325
KZ;Total;2001;N;2160
KZ;Total;2002;N;1967
KZ;Total;2003;N;1991
KZ;Total;2004;N;2091
KZ;Total;2008;N;1807
KZ;Total;2009;N;1771
KZ;Total;2010;N;1387
KZ;Total;2011;N;1420
KZ;Total;2012;N;1266
KZ;Total;2013;N;1120
KZ;Total;2014;N;904
KZ;Total;2015;N;853
KZ;Total;2017;N;915
KZ;Total;2020;N;606
KE;Total;2004;N;1199.7
KE;Total;2005;N;1083.6
KE;Total;2006;N;1105.96
KE;Total;2007;N;1101.66
KE;Total;2008;N;1215.18
KE;Total;2009;N;1907.48
KE;Total;2010;N;1926
KE;Total;2011;N;2271
KE;Total;2012;N;2374
KE;Total;2014;N;2305
KE;Total;2015;N;2261
KE;Total;2016;N;2363
KE;Total;2017;N;2466
KE;Total;2018;N;2533
KE;Total;2019;N;1576
KE;Total;2020;N;1859
KG;Total;1990;N;603
KG;Total;1991;N;366
KG;Total;1992;N;468
KG;Total;1993;N;548
KG;Total;1994;N;546
KG;Total;1995;N;535
KG;Total;1996;N;519
KG;Total;1997;N;439
KG;Total;1998;N;425
KG;Total;1999;N;433
KG;Total;2000;N;430
KG;Total;2001;N;386
KG;Total;2002;N;411
KG;Total;2003;N;420
KG;Total;2004;N;419
KG;Total;2005;N;491
KG;Total;2006;N;446
KG;Total;2007;N;416
KG;Total;2008;N;417
KG;Total;2009;N;419
KG;Total;2010;N;909
KG;Total;2011;N;467
KG;Total;2012;N;380
KG;Total;2013;N;301
KG;Total;2014;N;320
KG;Total;2015;N;305
KG;Total;2016;N;182
KG;Total;2017;N;202
KG;Total;2018;N;184
KG;Total;2019;N;141
KG;Total;2020;N;114
KH;Total;1992;N;429
KH;Total;1993;N;599
KH;Total;1994;N;303
KH;Total;1995;N;397
KH;Total;1996;N;542
KH;Total;1997;N;317
KH;Total;1998;N;793
KH;Total;1999;N;581
KH;Total;2000;N;571
KH;Total;2001;N;407
KH;Total;2002;N;425
KH;Total;2003;N;509
KH;Total;2004;N;511
KH;Total;2005;N;448
KH;Total;2006;N;400
KH;Total;2007;N;393
KH;Total;2008;N;333
KH;Total;2009;N;331
KH;Total;2010;N;331
KH;Total;2011;N;268
KI;Total;1991;N;0
KI;Total;1992;N;0
KI;Total;1993;N;0
KI;Total;1994;N;0
KI;Total;1995;N;0
KI;Total;1996;N;1
KI;Total;1997;N;0
KI;Total;1998;N;0
KI;Total;1999;N;0
KI;Total;2000;N;3
KI;Total;2001;N;4
KI;Total;2008;N;7
KI;Total;2009;N;1
KI;Total;2010;N;4
KI;Total;2011;N;11
KI;Total;2012;N;8
KN;Total;1995;N;4
KN;Total;1996;N;4
KN;Total;1997;N;7
KN;Total;1998;N;8
KN;Total;1999;N;6
KN;Total;2000;N;3
KN;Total;2001;N;6
KN;Total;2002;N;5
KN;Total;2003;N;10
KN;Total;2004;N;11
KN;Total;2005;N;8
KN;Total;2006;N;17
KN;Total;2007;N;16
KN;Total;2008;N;23
KN;Total;2009;N;27
KN;Total;2010;N;21
KN;Total;2011;N;34
KN;Total;2012;N;18
KN;Total;2016;N;30
KN;Total;2017;N;23
KN;Total;2018;N;23
KN;Total;2019;N;12
KN;Total;2020;N;10
QA;Total;1990;N;208.0324328
QA;Total;1991;N;216.5551768
QA;Total;1992;N;239.799024
QA;Total;1993;N;306.4313861
QA;Total;1994;N;223.528331
QA;Total;1995;N;228.1771004
QA;Total;1996;N;246.3847807
QA;Total;1997;N;277.3765771
QA;Total;1998;N;377.7125176
QA;Total;1999;N;384.6856718
QA;Total;2000;N;369.9645686
QA;Total;2001;N;407.1547241
